name,face,type_line,subtype_count,subtypes,set,rarity,scryfall_uri
The Bear Force Pilot Runner,The Bear Force Pilot Runner,Legendary Creature — Bear Pilot Gamer,3,"Bear, Pilot, Gamer",unk,rare,https://scryfall.com/card/unk/RG59a/the-bear-force-pilot-runner?utm_source=api
The Blue Spirit,The Blue Spirit,Legendary Creature — Human Rogue Ally,3,"Human, Rogue, Ally",tle,rare,https://scryfall.com/card/tle/90/the-blue-spirit?utm_source=api
"The Boulder, Ready to Rumble","The Boulder, Ready to Rumble",Legendary Creature — Human Warrior Performer,3,"Human, Warrior, Performer",tla,uncommon,https://scryfall.com/card/tla/168/the-boulder-ready-to-rumble?utm_source=api
"The Duke, Rebel Sentry","The Duke, Rebel Sentry",Legendary Creature — Human Rebel Ally,3,"Human, Rebel, Ally",tle,uncommon,https://scryfall.com/card/tle/76/the-duke-rebel-sentry?utm_source=api
The Earth King,The Earth King,Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tla,rare,https://scryfall.com/card/tla/172/the-earth-king?utm_source=api
The Emperor of Palamecia // The Lord Master of Hell,The Emperor of Palamecia,Legendary Creature — Human Noble Wizard,3,"Human, Noble, Wizard",fin,uncommon,https://scryfall.com/card/fin/219/the-emperor-of-palamecia-the-lord-master-of-hell?utm_source=api
The Emperor of Palamecia // The Lord Master of Hell,The Lord Master of Hell,Legendary Creature — Demon Noble Wizard,3,"Demon, Noble, Wizard",fin,uncommon,https://scryfall.com/card/fin/219/the-emperor-of-palamecia-the-lord-master-of-hell?utm_source=api
The Flood of Mars,The Flood of Mars,Creature — Alien Zombie Horror,3,"Alien, Zombie, Horror",who,rare,https://scryfall.com/card/who/45/the-flood-of-mars?utm_source=api
The Foretold Soldier,The Foretold Soldier,Creature — Alien Zombie Soldier,3,"Alien, Zombie, Soldier",who,rare,https://scryfall.com/card/who/102/the-foretold-soldier?utm_source=api
"The Ghoul, Gunslinger","The Ghoul, Gunslinger",Legendary Creature — Zombie Mutant Rogue,3,"Zombie, Mutant, Rogue",sld,mythic,https://scryfall.com/card/sld/2448/the-ghoul-gunslinger?utm_source=api
"The Gitrog, Ravenous Ride","The Gitrog, Ravenous Ride",Legendary Creature — Frog Horror Mount,3,"Frog, Horror, Mount",otj,mythic,https://scryfall.com/card/otj/206/the-gitrog-ravenous-ride?utm_source=api
The Howling Abomination,The Howling Abomination,Legendary Creature — Human Beast Warrior,3,"Human, Beast, Warrior",slx,rare,https://scryfall.com/card/slx/13/the-howling-abomination?utm_source=api
The Howling Commandos,The Howling Commandos,Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msc,common,https://scryfall.com/card/msc/598/the-howling-commandos?utm_source=api
The Immortal Weapons,The Immortal Weapons,Legendary Creature — Human Warrior Hero,3,"Human, Warrior, Hero",msc,rare,https://scryfall.com/card/msc/547/the-immortal-weapons?utm_source=api
The Knight of Commentary,The Knight of Commentary,Legendary Creature — Human Advisor Knight,3,"Human, Advisor, Knight",unk,rare,https://scryfall.com/card/unk/RZ05d/the-knight-of-commentary?utm_source=api
The Lion-Turtle,The Lion-Turtle,Legendary Creature — Elder Cat Turtle,3,"Elder, Cat, Turtle",tla,rare,https://scryfall.com/card/tla/232/the-lion-turtle?utm_source=api
The Mary Janes,The Mary Janes,Legendary Creature — Human Bard Performer,3,"Human, Bard, Performer",spe,uncommon,https://scryfall.com/card/spe/15/the-mary-janes?utm_source=api
The Massive Zatcatl,The Massive Zatcatl,Legendary Creature — Elf Cat Wizard,3,"Elf, Cat, Wizard",unk,rare,https://scryfall.com/card/unk/RG07/the-massive-zatcatl?utm_source=api
"The Mechanist, Aerial Artisan","The Mechanist, Aerial Artisan",Legendary Creature — Human Artificer Ally,3,"Human, Artificer, Ally",tla,rare,https://scryfall.com/card/tla/64/the-mechanist-aerial-artisan?utm_source=api
"The Mighty Thor, Jane Foster","The Mighty Thor, Jane Foster",Legendary Creature — Human God Hero,3,"Human, God, Hero",msh,rare,https://scryfall.com/card/msh/222/the-mighty-thor-jane-foster?utm_source=api
The Most Dangerous Gamer,The Most Dangerous Gamer,Legendary Creature — Human Gamer Guest,3,"Human, Gamer, Guest",unf,rare,https://scryfall.com/card/unf/174/the-most-dangerous-gamer?utm_source=api
The Pride of Hull Clade,The Pride of Hull Clade,Legendary Creature — Crocodile Elk Turtle,3,"Crocodile, Elk, Turtle",mkm,mythic,https://scryfall.com/card/mkm/172/the-pride-of-hull-clade?utm_source=api
The Scarlet Witch,The Scarlet Witch,Legendary Creature — Mutant Warlock Hero,3,"Mutant, Warlock, Hero",msh,rare,https://scryfall.com/card/msh/151/the-scarlet-witch?utm_source=api
The Serpent Society,The Serpent Society,Legendary Creature — Human Snake Villain,3,"Human, Snake, Villain",msh,rare,https://scryfall.com/card/msh/226/the-serpent-society?utm_source=api
"The Spot, Living Portal","The Spot, Living Portal",Legendary Creature — Human Scientist Villain,3,"Human, Scientist, Villain",spm,rare,https://scryfall.com/card/spm/153/the-spot-living-portal?utm_source=api
The Unbeatable Squirrel Girl,The Unbeatable Squirrel Girl,Legendary Creature — Squirrel Human Hero,3,"Squirrel, Human, Hero",msh,rare,https://scryfall.com/card/msh/193/the-unbeatable-squirrel-girl?utm_source=api
The Wandering Rescuer,The Wandering Rescuer,Legendary Creature — Human Samurai Noble,3,"Human, Samurai, Noble",dsk,mythic,https://scryfall.com/card/dsk/41/the-wandering-rescuer?utm_source=api
Thelonite Druid,Thelonite Druid,Creature — Human Cleric Druid,3,"Human, Cleric, Druid",me2,rare,https://scryfall.com/card/me2/182/thelonite-druid?utm_source=api
Thelonite Monk,Thelonite Monk,Creature — Insect Monk Cleric,3,"Insect, Monk, Cleric",fem,rare,https://scryfall.com/card/fem/79/thelonite-monk?utm_source=api
Thistledown Duo,Thistledown Duo,Creature — Kithkin Soldier Wizard,3,"Kithkin, Soldier, Wizard",shm,common,https://scryfall.com/card/shm/152/thistledown-duo?utm_source=api
Thor Odinson,Thor Odinson,Legendary Creature — God Warrior Hero,3,"God, Warrior, Hero",msh,uncommon,https://scryfall.com/card/msh/234/thor-odinson?utm_source=api
"Thor, Asgard's Avenger","Thor, Asgard's Avenger",Legendary Creature — God Warrior Hero,3,"God, Warrior, Hero",msc,rare,https://scryfall.com/card/msc/756/thor-asgards-avenger?utm_source=api
"Thor, God of Thunder","Thor, God of Thunder",Legendary Creature — God Warrior Hero,3,"God, Warrior, Hero",msh,mythic,https://scryfall.com/card/msh/156/thor-god-of-thunder?utm_source=api
"Thor, Guardian of Midgard","Thor, Guardian of Midgard",Legendary Creature — God Warrior Hero,3,"God, Warrior, Hero",msc,rare,https://scryfall.com/card/msc/503/thor-guardian-of-midgard?utm_source=api
Throne of the Grim Captain // The Grim Captain,The Grim Captain,Legendary Creature — Skeleton Spirit Pirate,3,"Skeleton, Spirit, Pirate",lci,rare,https://scryfall.com/card/lci/266/throne-of-the-grim-captain-the-grim-captain?utm_source=api
Thrummingbird,Thrummingbird,Creature — Phyrexian Bird Horror,3,"Phyrexian, Bird, Horror",eoc,uncommon,https://scryfall.com/card/eoc/80/thrummingbird?utm_source=api
"Tiger Shark, Abyssal Hunter","Tiger Shark, Abyssal Hunter",Legendary Creature — Shark Human Villain,3,"Shark, Human, Villain",msc,uncommon,https://scryfall.com/card/msc/747/tiger-shark-abyssal-hunter?utm_source=api
"Tigra, Feline Fury","Tigra, Feline Fury",Legendary Creature — Cat Human Hero,3,"Cat, Human, Hero",msh,uncommon,https://scryfall.com/card/msh/191/tigra-feline-fury?utm_source=api
Timestream Navigator,Timestream Navigator,Creature — Human Pirate Wizard,3,"Human, Pirate, Wizard",lcc,mythic,https://scryfall.com/card/lcc/178/timestream-navigator?utm_source=api
"Tokka & Rahzar, Terrible Twos","Tokka & Rahzar, Terrible Twos",Legendary Creature — Turtle Wolf Mutant,3,"Turtle, Wolf, Mutant",tmt,rare,https://scryfall.com/card/tmt/171/tokka-&-rahzar-terrible-twos?utm_source=api
"Tokka & Rahzar, Unsupervised","Tokka & Rahzar, Unsupervised",Legendary Creature — Turtle Wolf Mutant,3,"Turtle, Wolf, Mutant",tmc,rare,https://scryfall.com/card/tmc/28/tokka-&-rahzar-unsupervised?utm_source=api
Tony Stark // The Invincible Iron Man,Tony Stark,Legendary Creature — Human Artificer Hero,3,"Human, Artificer, Hero",msh,mythic,https://scryfall.com/card/msh/80/tony-stark-the-invincible-iron-man?utm_source=api
"Toph, Earthbending Master","Toph, Earthbending Master",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tle,mythic,https://scryfall.com/card/tle/145/toph-earthbending-master?utm_source=api
"Toph, Greatest Earthbender","Toph, Greatest Earthbender",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tle,rare,https://scryfall.com/card/tle/70/toph-greatest-earthbender?utm_source=api
"Toph, Hardheaded Teacher","Toph, Hardheaded Teacher",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,rare,https://scryfall.com/card/tla/246/toph-hardheaded-teacher?utm_source=api
"Toph, the Blind Bandit","Toph, the Blind Bandit",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,uncommon,https://scryfall.com/card/tla/198/toph-the-blind-bandit?utm_source=api
"Toph, the First Metalbender","Toph, the First Metalbender",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,rare,https://scryfall.com/card/tla/247/toph-the-first-metalbender?utm_source=api
Tormented Pariah // Rampaging Werewolf,Tormented Pariah,Creature — Human Warrior Werewolf,3,"Human, Warrior, Werewolf",isd,common,https://scryfall.com/card/isd/165/tormented-pariah-rampaging-werewolf?utm_source=api
"Totentanz, Swarm Piper","Totentanz, Swarm Piper",Legendary Creature — Human Warlock Bard,3,"Human, Warlock, Bard",woe,uncommon,https://scryfall.com/card/woe/216/totentanz-swarm-piper?utm_source=api
Trained Arynx,Trained Arynx,Creature — Cat Beast Mount,3,"Cat, Beast, Mount",otj,common,https://scryfall.com/card/otj/36/trained-arynx?utm_source=api
Transcendent Master,Transcendent Master,Creature — Human Cleric Avatar,3,"Human, Cleric, Avatar",roe,mythic,https://scryfall.com/card/roe/51/transcendent-master?utm_source=api
Treetop Freedom Fighters,Treetop Freedom Fighters,Creature — Human Rebel Ally,3,"Human, Rebel, Ally",tla,common,https://scryfall.com/card/tla/156/treetop-freedom-fighters?utm_source=api
Trollbred Guardian,Trollbred Guardian,Creature — Troll Frog Warrior,3,"Troll, Frog, Warrior",rna,uncommon,https://scryfall.com/card/rna/148/trollbred-guardian?utm_source=api
"Truss, Chief Engineer","Truss, Chief Engineer",Legendary Creature — Vedalken Rogue Employee,3,"Vedalken, Rogue, Employee",unf,rare,https://scryfall.com/card/unf/181/truss-chief-engineer?utm_source=api
Tsabo's Assassin,Tsabo's Assassin,Creature — Phyrexian Zombie Assassin,3,"Phyrexian, Zombie, Assassin",inv,rare,https://scryfall.com/card/inv/128/tsabos-assassin?utm_source=api
Tuktuk Grunts,Tuktuk Grunts,Creature — Goblin Warrior Ally,3,"Goblin, Warrior, Ally",zen,common,https://scryfall.com/card/zen/152/tuktuk-grunts?utm_source=api
Tuktuk Scrapper,Tuktuk Scrapper,Creature — Goblin Artificer Ally,3,"Goblin, Artificer, Ally",wwk,uncommon,https://scryfall.com/card/wwk/94/tuktuk-scrapper?utm_source=api
Turncoat Kunoichi,Turncoat Kunoichi,Creature — Mutant Ninja Fox,3,"Mutant, Ninja, Fox",tmt,rare,https://scryfall.com/card/tmt/26/turncoat-kunoichi?utm_source=api
Tusk and Whiskers,Tusk and Whiskers,Legendary Creature — Elephant Mouse Performer,3,"Elephant, Mouse, Performer",unf,uncommon,https://scryfall.com/card/unf/182/tusk-and-whiskers?utm_source=api
"Ty Lee, Chi Blocker","Ty Lee, Chi Blocker",Legendary Creature — Human Performer Ally,3,"Human, Performer, Ally",tla,rare,https://scryfall.com/card/tla/76/ty-lee-chi-blocker?utm_source=api
"U.S.Agent, John Walker","U.S.Agent, John Walker",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msh,uncommon,https://scryfall.com/card/msh/236/usagent-john-walker?utm_source=api
Uchuulon,Uchuulon,Creature — Crab Ooze Horror,3,"Crab, Ooze, Horror",clb,rare,https://scryfall.com/card/clb/673/uchuulon?utm_source=api
"Ulder Ravengard, Marshal","Ulder Ravengard, Marshal",Legendary Creature — Human Noble Soldier,3,"Human, Noble, Soldier",hbg,rare,https://scryfall.com/card/hbg/76/ulder-ravengard-marshal?utm_source=api
Ulvenwald Mystics // Ulvenwald Primordials,Ulvenwald Mystics,Creature — Human Shaman Werewolf,3,"Human, Shaman, Werewolf",isd,uncommon,https://scryfall.com/card/isd/208/ulvenwald-mystics-ulvenwald-primordials?utm_source=api
Umara Entangler,Umara Entangler,Creature — Merfolk Rogue Ally,3,"Merfolk, Rogue, Ally",ogw,common,https://scryfall.com/card/ogw/65/umara-entangler?utm_source=api
Unassuming Sage,Unassuming Sage,Creature — Human Peasant Wizard,3,"Human, Peasant, Wizard",woe,common,https://scryfall.com/card/woe/37/unassuming-sage?utm_source=api
Uncle Iroh,Uncle Iroh,Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tla,uncommon,https://scryfall.com/card/tla/248/uncle-iroh?utm_source=api
Undead Hand Ninja,Undead Hand Ninja,Creature — Zombie Ninja Villain,3,"Zombie, Ninja, Villain",msc,uncommon,https://scryfall.com/card/msc/670/undead-hand-ninja?utm_source=api
Undercover Crocodelf,Undercover Crocodelf,Creature — Elf Crocodile Detective,3,"Elf, Crocodile, Detective",mkm,common,https://scryfall.com/card/mkm/239/undercover-crocodelf?utm_source=api
Undercover Skrull,Undercover Skrull,Creature — Skrull Shapeshifter Villain,3,"Skrull, Shapeshifter, Villain",msh,common,https://scryfall.com/card/msh/194/undercover-skrull?utm_source=api
Underrealm Lich,Underrealm Lich,Creature — Zombie Elf Shaman,3,"Zombie, Elf, Shaman",clu,mythic,https://scryfall.com/card/clu/215/underrealm-lich?utm_source=api
Unruly Krasis,Unruly Krasis,Creature — Shark Octopus Lizard,3,"Shark, Octopus, Lizard",clu,rare,https://scryfall.com/card/clu/50/unruly-krasis?utm_source=api
Utrom Scientists,Utrom Scientists,Artifact Creature — Utrom Robot Scientist,3,"Utrom, Robot, Scientist",tmt,common,https://scryfall.com/card/tmt/56/utrom-scientists?utm_source=api
"Vadrok, Apex of Thunder","Vadrok, Apex of Thunder",Legendary Creature — Elemental Dinosaur Cat,3,"Elemental, Dinosaur, Cat",iko,mythic,https://scryfall.com/card/iko/214/vadrok-apex-of-thunder?utm_source=api
Valentina Allegra de Fontaine,Valentina Allegra de Fontaine,Legendary Creature — Human Spy Villain,3,"Human, Spy, Villain",msc,uncommon,https://scryfall.com/card/msc/671/valentina-allegra-de-fontaine?utm_source=api
"Valeria Richards, Precocious","Valeria Richards, Precocious",Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",msc,rare,https://scryfall.com/card/msc/38/valeria-richards-precocious?utm_source=api
Valkyrior Skyrider,Valkyrior Skyrider,Creature — God Warrior Hero,3,"God, Warrior, Hero",msc,common,https://scryfall.com/card/msc/525/valkyrior-skyrider?utm_source=api
Vampire Aristocrat,Vampire Aristocrat,Creature — Vampire Rogue Noble,3,"Vampire, Rogue, Noble",mm3,common,https://scryfall.com/card/mm3/86/vampire-aristocrat?utm_source=api
Vampire Envoy,Vampire Envoy,Creature — Vampire Cleric Ally,3,"Vampire, Cleric, Ally",ogw,common,https://scryfall.com/card/ogw/92/vampire-envoy?utm_source=api
"Vannifar, Evolved Enigma","Vannifar, Evolved Enigma",Legendary Creature — Elf Ooze Wizard,3,"Elf, Ooze, Wizard",mkm,mythic,https://scryfall.com/card/mkm/241/vannifar-evolved-enigma?utm_source=api
"Varis, Silverymoon Ranger","Varis, Silverymoon Ranger",Legendary Creature — Human Elf Ranger,3,"Human, Elf, Ranger",afr,rare,https://scryfall.com/card/afr/209/varis-silverymoon-ranger?utm_source=api
Vastwood Animist,Vastwood Animist,Creature — Elf Shaman Ally,3,"Elf, Shaman, Ally",wwk,uncommon,https://scryfall.com/card/wwk/116/vastwood-animist?utm_source=api
Vedalken Anatomist,Vedalken Anatomist,Creature — Phyrexian Vedalken Wizard,3,"Phyrexian, Vedalken, Wizard",mbs,uncommon,https://scryfall.com/card/mbs/36/vedalken-anatomist?utm_source=api
Venerable Monk,Venerable Monk,Creature — Human Monk Cleric,3,"Human, Monk, Cleric",dvd,common,https://scryfall.com/card/dvd/5/venerable-monk?utm_source=api
Venomized Cat,Venomized Cat,Creature — Symbiote Cat Villain,3,"Symbiote, Cat, Villain",msc,common,https://scryfall.com/card/msc/801/venomized-cat?utm_source=api
"Venser, Corpse Puppet","Venser, Corpse Puppet",Legendary Creature — Phyrexian Zombie Wizard,3,"Phyrexian, Zombie, Wizard",one,rare,https://scryfall.com/card/one/219/venser-corpse-puppet?utm_source=api
"Venus, Torn Between Worlds","Venus, Torn Between Worlds",Legendary Creature — Mutant Frog Turtle,3,"Mutant, Frog, Turtle",tmt,uncommon,https://scryfall.com/card/tmt/136/venus-torn-between-worlds?utm_source=api
Verge Rangers,Verge Rangers,Creature — Human Scout Ranger,3,"Human, Scout, Ranger",dsc,rare,https://scryfall.com/card/dsc/108/verge-rangers?utm_source=api
"Veronica, Dissident Scribe","Veronica, Dissident Scribe",Legendary Creature — Human Artificer Rogue,3,"Human, Artificer, Rogue",pip,rare,https://scryfall.com/card/pip/70/veronica-dissident-scribe?utm_source=api
Veteran Explorer,Veteran Explorer,Creature — Human Soldier Scout,3,"Human, Soldier, Scout",2xm,uncommon,https://scryfall.com/card/2xm/186/veteran-explorer?utm_source=api
Veteran Warleader,Veteran Warleader,Creature — Human Soldier Ally,3,"Human, Soldier, Ally",bfz,rare,https://scryfall.com/card/bfz/221/veteran-warleader?utm_source=api
"Victor Timely, Wily Tycoon","Victor Timely, Wily Tycoon",Legendary Creature — Human Artificer Villain,3,"Human, Artificer, Villain",msc,uncommon,https://scryfall.com/card/msc/642/victor-timely-wily-tycoon?utm_source=api
Vigean Graftmage,Vigean Graftmage,Creature — Vedalken Wizard Mutant,3,"Vedalken, Wizard, Mutant",mm2,common,https://scryfall.com/card/mm2/68/vigean-graftmage?utm_source=api
"Viper, Cruel Conspirator","Viper, Cruel Conspirator",Legendary Creature — Human Assassin Villain,3,"Human, Assassin, Villain",msc,rare,https://scryfall.com/card/msc/673/viper-cruel-conspirator?utm_source=api
Viridian Betrayers,Viridian Betrayers,Creature — Phyrexian Elf Warrior,3,"Phyrexian, Elf, Warrior",nph,common,https://scryfall.com/card/nph/124/viridian-betrayers?utm_source=api
Viridian Corrupter,Viridian Corrupter,Creature — Phyrexian Elf Shaman,3,"Phyrexian, Elf, Shaman",td2,uncommon,https://scryfall.com/card/td2/56/viridian-corrupter?utm_source=api
